Cell,Age,Oxy,Sal,Period
1,2.8492,214.9688,35.9804,2016-18
2,0.8267,215.7967,35.9253,2016-18
3,0.0568,216.0455,35.9030,2016-18
4,0.0568,216.0306,35.9077,2016-18
5,0.0569,216.0267,35.9101,2016-18
6,0.0864,216.0025,35.9203,2016-18
7,0.1074,215.9630,35.9312,2016-18
8,0.1388,215.9379,35.9470,2016-18
9,0.1941,215.9208,35.9706,2016-18
10,0.2606,215.9418,35.9865,2016-18
11,0.4135,215.9407,35.9955,2016-18
12,0.4053,215.9438,35.9866,2016-18
13,0.8365,215.8200,35.9865,2016-18
14,1.0169,215.7737,35.9970,2016-18
15,1.7154,215.4738,35.9928,2016-18
16,2.1040,215.1694,35.9905,2016-18
17,1.5397,215.1329,35.9880,2016-18
18,1.9875,214.9613,35.9960,2016-18
19,1.6769,215.1131,35.9863,2016-18
20,2.7909,214.8454,35.9918,2016-18
21,3.8809,214.6074,35.9925,2016-18
22,4.2040,214.5117,35.9931,2016-18
23,3.6806,214.6519,35.9922,2016-18
24,2.6061,215.0549,35.9817,2016-18
25,1.3793,215.5694,35.9577,2016-18
26,0.7615,215.7942,35.9444,2016-18
27,0.3359,215.9308,35.9264,2016-18
28,0.1172,216.0071,35.9086,2016-18
29,0.8807,215.6709,35.9602,2016-18
30,0.2202,215.9530,35.9204,2016-18
31,0.4084,215.8379,35.9495,2016-18
32,0.0997,215.9963,35.9107,2016-18
33,0.1253,215.9591,35.9181,2016-18
34,0.3571,215.8585,35.9436,2016-18
35,0.4336,215.8160,35.9563,2016-18
36,0.2383,215.8787,35.9352,2016-18
37,0.2858,215.8590,35.9464,2016-18
38,0.2864,215.8919,35.9516,2016-18
39,0.6911,215.8034,35.9707,2016-18
40,0.9227,215.7552,35.9665,2016-18
41,4.8443,214.1334,35.9835,2016-18
42,4.9263,214.1171,35.9674,2016-18
43,10.8089,211.9881,35.9582,2016-18
44,3.0503,214.6572,35.9901,2016-18
45,0.9235,215.8086,35.9432,2016-18
46,0.8809,215.8089,35.9317,2016-18
47,3.7046,214.2822,35.9922,2016-18
48,0.4920,215.9099,35.9509,2016-18
49,0.1159,216.0004,35.9255,2016-18
50,0.1617,215.9634,35.9569,2016-18
51,0.1693,215.9317,35.9633,2016-18
52,0.2613,215.9435,35.9849,2016-18
53,0.3689,215.9483,35.9965,2016-18
54,0.4267,215.9452,35.9980,2016-18
55,0.8911,215.8204,35.9987,2016-18
56,1.4268,215.6605,35.9967,2016-18
57,1.6786,215.5625,35.9958,2016-18
58,2.4607,215.2510,35.9927,2016-18
59,2.6955,214.8408,35.9934,2016-18
60,3.4442,214.6566,35.9937,2016-18
61,3.2156,214.8127,35.9916,2016-18
62,4.0309,214.5364,35.9916,2016-18
63,4.7300,214.4209,35.9923,2016-18
64,5.3483,214.1927,35.9920,2016-18
65,5.1520,214.1481,35.9928,2016-18
66,4.3023,214.4029,35.9924,2016-18
67,3.1063,214.8614,35.9875,2016-18
68,1.9856,215.3165,35.9775,2016-18
69,1.2852,215.5479,35.9669,2016-18
70,1.5113,215.3875,35.9819,2016-18
71,2.1828,214.9032,35.9847,2016-18
72,1.2306,215.5219,35.9761,2016-18
73,3.5898,213.9278,35.9950,2016-18
74,0.9798,215.6355,35.9726,2016-18
75,1.7039,215.3727,35.9845,2016-18
76,1.8267,215.3893,35.9876,2016-18
77,0.6651,215.7753,35.9695,2016-18
78,1.1806,215.6830,35.9814,2016-18
79,1.5090,215.5990,35.9854,2016-18
80,3.0153,214.9800,35.9866,2016-18
81,4.8589,214.2143,35.9841,2016-18
82,7.5507,213.1930,35.9749,2016-18
83,10.1169,212.4294,35.9720,2016-18
84,10.5330,212.3278,35.9690,2016-18
85,14.6276,210.7698,35.9422,2016-18
86,10.8326,212.1530,35.9637,2016-18
87,3.4612,214.5314,35.9929,2016-18
88,0.9707,215.7848,35.9789,2016-18
89,0.8962,215.8230,35.9584,2016-18
90,4.7773,213.7655,35.9917,2016-18
91,3.7375,214.4308,35.9950,2016-18
92,0.6638,215.8685,35.9727,2016-18
93,0.5201,215.9127,35.9689,2016-18
94,0.4480,215.9156,35.9890,2016-18
95,0.2249,215.9526,35.9777,2016-18
96,0.7025,215.8650,35.9875,2016-18
97,0.5737,215.9114,35.9833,2016-18
98,0.3074,215.9387,35.9905,2016-18
99,0.8023,215.7841,35.9982,2016-18
100,0.8241,215.7553,35.9987,2016-18
101,1.2023,215.7257,35.9975,2016-18
102,1.8799,215.4709,35.9939,2016-18
103,2.4017,215.2846,35.9927,2016-18
104,1.8432,215.4540,35.9944,2016-18
105,2.8549,215.0747,35.9905,2016-18
106,3.5436,214.8628,35.9894,2016-18
107,5.0626,214.3795,35.9894,2016-18
108,4.0036,214.6839,35.9878,2016-18
109,5.0626,214.4121,35.9874,2016-18
110,6.0298,213.9658,35.9889,2016-18
111,6.2687,213.6830,35.9890,2016-18
112,5.7215,213.8154,35.9898,2016-18
113,4.3937,214.2551,35.9912,2016-18
114,2.7552,214.9819,35.9880,2016-18
115,1.9751,215.2728,35.9806,2016-18
116,3.6920,214.0926,35.9926,2016-18
117,3.3830,214.1361,35.9918,2016-18
118,4.3955,213.7439,35.9910,2016-18
119,1.9905,215.1833,35.9848,2016-18
120,5.8978,213.2524,35.9898,2016-18
121,6.2743,212.3468,35.9974,2016-18
122,3.6441,214.5355,35.9876,2016-18
123,5.0492,213.3248,35.9928,2016-18
124,6.6573,212.7935,35.9886,2016-18
125,4.5101,214.2063,35.9861,2016-18
126,2.5471,215.1665,35.9893,2016-18
127,2.9944,215.0763,35.9882,2016-18
128,6.1483,213.6243,35.9829,2016-18
129,7.5520,213.0656,35.9800,2016-18
130,10.2481,212.2763,35.9724,2016-18
131,12.1471,212.0308,35.9637,2016-18
132,12.6904,211.8774,35.9610,2016-18
133,11.7658,212.1504,35.9674,2016-18
134,11.6272,212.0867,35.9697,2016-18
135,16.6375,210.1437,35.9307,2016-18
136,13.6412,211.4059,35.9514,2016-18
137,14.1076,211.5469,35.9538,2016-18
138,1.1063,215.7407,35.9877,2016-18
139,0.9857,215.7871,35.9904,2016-18
140,0.8047,215.8575,35.9942,2016-18
141,1.1695,215.7438,35.9952,2016-18
142,1.0518,215.7769,35.9945,2016-18
143,5.7732,213.6633,35.9873,2016-18
144,3.2542,214.6956,35.9939,2016-18
145,1.3235,215.6878,35.9964,2016-18
146,0.6308,215.9123,35.9914,2016-18
147,0.6680,215.9193,35.9970,2016-18
148,0.5630,215.9048,35.9954,2016-18
149,0.8365,215.7750,35.9977,2016-18
150,0.7399,215.8958,35.9961,2016-18
151,1.2301,215.7123,35.9970,2016-18
152,1.2890,215.6921,35.9965,2016-18
153,1.9044,215.3915,35.9934,2016-18
154,2.8746,215.0085,35.9900,2016-18
155,3.0391,214.8417,35.9889,2016-18
156,4.1025,214.5874,35.9868,2016-18
157,5.6526,214.1773,35.9862,2016-18
158,6.4152,213.8224,35.9863,2016-18
159,4.9831,214.3288,35.9858,2016-18
160,6.8617,213.4165,35.9851,2016-18
161,7.0844,213.0125,35.9876,2016-18
162,7.2470,212.2576,35.9927,2016-18
163,7.1792,212.7427,35.9887,2016-18
164,7.4083,211.6031,35.9976,2016-18
165,6.1019,212.5739,35.9939,2016-18
166,7.1812,211.8009,35.9949,2016-18
167,6.6141,212.3046,35.9942,2016-18
168,6.2090,212.6529,35.9931,2016-18
169,5.2809,213.8704,35.9850,2016-18
170,8.8729,211.2714,35.9907,2016-18
171,8.4434,211.9705,35.9834,2016-18
172,8.1097,211.6759,35.9899,2016-18
173,7.7929,211.8334,35.9916,2016-18
174,9.9855,210.9460,35.9913,2016-18
175,7.7922,212.5855,35.9813,2016-18
176,8.8498,211.3691,35.9899,2016-18
177,8.9158,211.3847,35.9895,2016-18
178,8.4045,212.7930,35.9776,2016-18
179,9.7649,212.5278,35.9739,2016-18
180,9.9630,212.0083,35.9787,2016-18
181,10.3799,212.1299,35.9767,2016-18
182,11.5130,212.1182,35.9711,2016-18
183,13.0311,212.0663,35.9602,2016-18
184,13.8611,211.9044,35.9547,2016-18
185,12.7794,212.0866,35.9639,2016-18
186,12.4115,212.1356,35.9677,2016-18
187,12.5983,212.1551,35.9656,2016-18
188,12.5452,212.2156,35.9676,2016-18
189,17.7734,209.7621,35.9229,2016-18
190,15.4163,210.9581,35.9396,2016-18
191,15.2440,211.2072,35.9461,2016-18
192,14.9042,211.6462,35.9493,2016-18
193,1.0385,215.7769,35.9968,2016-18
194,0.8821,215.8367,35.9962,2016-18
195,0.8906,215.8453,35.9976,2016-18
196,1.2879,215.6900,35.9981,2016-18
197,1.1179,215.7384,35.9980,2016-18
198,1.4881,215.6146,35.9974,2016-18
199,6.0854,214.0518,35.9852,2016-18
200,2.5089,215.0844,35.9951,2016-18
201,1.8034,215.4100,35.9965,2016-18
202,0.8454,215.8370,35.9978,2016-18
203,0.8886,215.8533,35.9983,2016-18
204,0.7653,215.9108,35.9985,2016-18
205,1.0215,215.8254,35.9986,2016-18
206,1.4437,215.6262,35.9958,2016-18
207,0.9823,215.7933,35.9984,2016-18
208,0.9411,215.8092,35.9985,2016-18
209,2.0092,215.3057,35.9935,2016-18
210,2.2924,215.1095,35.9917,2016-18
211,3.3023,214.5917,35.9881,2016-18
212,4.3695,214.3251,35.9848,2016-18
213,4.7954,213.8499,35.9854,2016-18
214,5.3602,214.1513,35.9831,2016-18
215,6.4235,213.7236,35.9848,2016-18
216,6.5711,213.6780,35.9821,2016-18
217,7.2068,212.8389,35.9859,2016-18
218,7.6413,212.6367,35.9843,2016-18
219,7.6655,213.5003,35.9776,2016-18
220,7.7798,211.6469,35.9952,2016-18
221,8.3069,211.5835,35.9914,2016-18
222,8.3591,211.1131,35.9968,2016-18
223,8.2398,211.0762,35.9976,2016-18
224,9.0711,210.7233,35.9963,2016-18
225,9.2767,210.7888,35.9943,2016-18
226,9.2970,211.0557,35.9903,2016-18
227,10.6943,210.9526,35.9869,2016-18
228,10.7689,211.3294,35.9826,2016-18
229,11.3497,210.8038,35.9883,2016-18
230,10.8083,211.6908,35.9796,2016-18
231,10.5261,210.8169,35.9909,2016-18
232,11.5670,210.9026,35.9896,2016-18
233,10.6278,210.8308,35.9897,2016-18
234,11.6613,212.0962,35.9735,2016-18
235,11.4385,211.9866,35.9755,2016-18
236,11.8797,211.7157,35.9759,2016-18
237,12.3278,212.1776,35.9714,2016-18
238,12.6687,212.2662,35.9698,2016-18
239,13.4846,212.1204,35.9610,2016-18
240,13.7005,212.2545,35.9602,2016-18
241,14.0112,212.1575,35.9566,2016-18
242,13.2468,212.3203,35.9635,2016-18
243,13.0753,212.6312,35.9647,2016-18
244,13.2956,212.5520,35.9626,2016-18
245,13.1008,212.6433,35.9663,2016-18
246,18.2479,209.6326,35.9188,2016-18
247,16.4130,210.8013,35.9328,2016-18
248,16.1497,211.0464,35.9400,2016-18
249,15.7929,211.5003,35.9437,2016-18
250,14.6312,212.1160,35.9524,2016-18
251,15.1266,212.0632,35.9472,2016-18
252,1.1843,215.7323,35.9989,2016-18
253,0.9803,215.8086,35.9982,2016-18
254,1.0719,215.7506,35.9984,2016-18
255,1.0446,215.7591,35.9981,2016-18
256,1.4153,215.6202,35.9984,2016-18
257,1.4038,215.6553,35.9980,2016-18
258,1.6396,215.5715,35.9974,2016-18
259,4.1953,214.4856,35.9915,2016-18
260,1.9054,215.4056,35.9978,2016-18
261,6.4047,214.3404,35.9831,2016-18
262,1.0325,215.7580,35.9989,2016-18
263,1.0784,215.7640,35.9977,2016-18
264,0.9828,215.8370,35.9985,2016-18
265,1.1592,215.7335,35.9973,2016-18
266,1.5795,215.4853,35.9940,2016-18
267,2.5562,214.8367,35.9911,2016-18
268,1.0903,215.7247,35.9985,2016-18
269,1.1798,215.6608,35.9976,2016-18
270,3.9076,214.0690,35.9880,2016-18
271,4.5428,213.2162,35.9936,2016-18
272,5.3445,212.7228,35.9955,2016-18
273,6.0225,213.5384,35.9828,2016-18
274,6.6041,211.8598,35.9983,2016-18
275,7.1168,212.7012,35.9864,2016-18
276,7.2582,212.3763,35.9885,2016-18
277,8.2869,211.4496,35.9909,2016-18
278,8.6495,211.4280,35.9898,2016-18
279,9.2851,211.0826,35.9921,2016-18
280,9.4804,210.6452,35.9971,2016-18
281,9.8855,210.5646,35.9959,2016-18
282,9.8101,210.5376,35.9960,2016-18
283,10.7388,210.5345,35.9951,2016-18
284,11.9935,211.4164,35.9813,2016-18
285,11.9633,211.6741,35.9786,2016-18
286,12.1824,211.4820,35.9819,2016-18
287,12.1839,211.7307,35.9769,2016-18
288,12.1489,211.6342,35.9833,2016-18
289,11.5098,210.8409,35.9911,2016-18
290,11.9880,211.3214,35.9872,2016-18
291,11.0527,210.5092,35.9963,2016-18
292,12.6169,212.0031,35.9735,2016-18
293,12.6275,212.2868,35.9743,2016-18
294,12.5945,212.3945,35.9701,2016-18
295,12.7969,212.6290,35.9679,2016-18
296,12.8987,212.5401,35.9714,2016-18
297,12.9508,212.5720,35.9698,2016-18
298,14.1019,212.5498,35.9570,2016-18
299,14.8668,212.4567,35.9503,2016-18
300,13.8580,212.7877,35.9579,2016-18
301,13.6084,212.9623,35.9594,2016-18
302,13.4954,212.9526,35.9622,2016-18
303,13.1985,212.8553,35.9658,2016-18
304,18.7985,209.4258,35.9122,2016-18
305,17.2688,210.6363,35.9261,2016-18
306,16.9726,210.8684,35.9331,2016-18
307,16.7656,211.3629,35.9362,2016-18
308,15.8491,212.1763,35.9427,2016-18
309,16.4663,212.0544,35.9374,2016-18
310,15.7224,212.5537,35.9432,2016-18
311,1.2735,215.6799,35.9980,2016-18
312,1.2550,215.6504,35.9979,2016-18
313,1.1400,215.7074,35.9988,2016-18
314,1.4180,215.6324,35.9972,2016-18
315,1.1972,215.6536,35.9979,2016-18
316,1.1632,215.6598,35.9977,2016-18
317,1.7662,215.5189,35.9974,2016-18
318,1.5921,215.5663,35.9974,2016-18
319,1.5661,215.5828,35.9968,2016-18
320,2.1915,215.1569,35.9981,2016-18
321,2.0041,215.2876,35.9987,2016-18
322,5.4755,214.0543,35.9903,2016-18
323,6.8167,214.4898,35.9823,2016-18
324,1.2509,215.6370,35.9962,2016-18
325,1.1172,215.7396,35.9971,2016-18
326,1.2427,215.6281,35.9962,2016-18
327,1.6513,215.3378,35.9944,2016-18
328,2.8026,214.5087,35.9923,2016-18
329,4.8648,213.1596,35.9900,2016-18
330,5.4800,212.6580,35.9916,2016-18
331,1.2299,215.5992,35.9970,2016-18
332,1.2820,215.5683,35.9963,2016-18
333,1.3496,215.5404,35.9956,2016-18
334,6.4067,211.9624,35.9974,2016-18
335,7.2511,211.7052,35.9928,2016-18
336,7.9054,211.5518,35.9926,2016-18
337,7.4750,211.3593,35.9994,2016-18
338,7.9170,211.2588,35.9970,2016-18
339,8.6385,210.9969,35.9980,2016-18
340,8.6514,210.8298,35.9994,2016-18
341,8.9675,210.7516,35.9986,2016-18
342,9.8664,210.9344,35.9924,2016-18
343,10.0740,210.8412,35.9951,2016-18
344,10.5125,210.9990,35.9944,2016-18
345,10.6391,210.8102,35.9954,2016-18
346,12.6739,211.8745,35.9765,2016-18
347,12.5314,212.1525,35.9734,2016-18
348,12.6336,212.1252,35.9764,2016-18
349,12.8308,212.1029,35.9773,2016-18
350,12.4996,212.2808,35.9772,2016-18
351,12.2984,211.8633,35.9831,2016-18
352,11.4945,210.9837,35.9912,2016-18
353,11.9135,211.4532,35.9875,2016-18
354,11.1983,211.1537,35.9907,2016-18
355,12.9088,212.7019,35.9706,2016-18
356,12.7663,212.3704,35.9713,2016-18
357,12.9021,212.6274,35.9696,2016-18
358,13.1030,212.9602,35.9664,2016-18
359,13.0878,212.8674,35.9687,2016-18
360,13.1976,212.9119,35.9678,2016-18
361,14.4560,212.9990,35.9520,2016-18
362,14.8882,212.9898,35.9487,2016-18
363,15.5413,213.0042,35.9437,2016-18
364,14.2759,213.2463,35.9524,2016-18
365,13.7753,213.1894,35.9586,2016-18
366,14.1998,213.2700,35.9546,2016-18
367,13.3341,213.1866,35.9627,2016-18
368,13.6920,213.4043,35.9591,2016-18
369,13.1752,213.2177,35.9642,2016-18
370,13.3547,213.2978,35.9626,2016-18
371,19.1746,209.2991,35.9084,2016-18
372,17.8675,210.5190,35.9212,2016-18
373,17.5584,210.7878,35.9270,2016-18
374,17.3761,211.3293,35.9300,2016-18
375,17.0823,212.0468,35.9322,2016-18
376,16.4388,212.5938,35.9381,2016-18
377,17.0562,212.5847,35.9331,2016-18
378,16.1107,212.9990,35.9408,2016-18
379,1.4666,215.5735,35.9969,2016-18
380,1.3243,215.5867,35.9967,2016-18
381,1.2519,215.6030,35.9979,2016-18
382,1.5980,215.5260,35.9959,2016-18
383,1.3398,215.5291,35.9974,2016-18
384,1.3774,215.4842,35.9964,2016-18
385,1.8136,215.4516,35.9969,2016-18
386,1.7178,215.5330,35.9960,2016-18
387,1.6951,215.5142,35.9962,2016-18
388,2.2310,215.2895,35.9962,2016-18
389,2.2082,215.2991,35.9964,2016-18
390,5.9423,213.8383,35.9907,2016-18
391,2.8284,214.8573,35.9952,2016-18
392,2.1587,215.3539,35.9960,2016-18
393,1.8827,215.4489,35.9966,2016-18
394,7.0339,214.6820,35.9842,2016-18
395,1.4045,215.5022,35.9951,2016-18
396,1.5109,215.4223,35.9950,2016-18
397,2.0166,215.0368,35.9933,2016-18
398,3.2660,214.1445,35.9910,2016-18
399,5.8019,212.6333,35.9867,2016-18
400,7.5480,211.7556,35.9881,2016-18
401,8.2372,211.5367,35.9895,2016-18
402,1.4004,215.4670,35.9959,2016-18
403,1.4568,215.4444,35.9953,2016-18
404,1.6184,215.3315,35.9952,2016-18
405,8.7070,211.5680,35.9882,2016-18
406,8.9403,211.5720,35.9885,2016-18
407,9.0443,211.5292,35.9872,2016-18
408,9.2452,211.5074,35.9879,2016-18
409,9.4802,211.4384,35.9888,2016-18
410,9.4371,210.8850,35.9967,2016-18
411,9.5318,210.8335,35.9974,2016-18
412,9.7059,211.1939,35.9931,2016-18
413,9.6341,211.0149,35.9956,2016-18
414,10.1600,211.1559,35.9926,2016-18
415,10.1031,211.0673,35.9919,2016-18
416,10.7253,211.2319,35.9932,2016-18
417,10.8945,211.0891,35.9936,2016-18
418,13.0107,212.1893,35.9726,2016-18
419,13.0960,212.4488,35.9703,2016-18
420,13.0055,212.4863,35.9737,2016-18
421,12.8926,212.6857,35.9704,2016-18
422,12.7960,212.6899,35.9737,2016-18
423,12.3875,211.9660,35.9811,2016-18
424,12.5765,212.7645,35.9736,2016-18
425,12.0010,211.7382,35.9849,2016-18
426,12.2712,211.8950,35.9827,2016-18
427,11.6270,211.3739,35.9904,2016-18
428,11.8457,211.7593,35.9866,2016-18
429,11.3695,211.2792,35.9917,2016-18
430,13.0562,212.7635,35.9684,2016-18
431,13.1432,213.0108,35.9679,2016-18
432,13.2840,212.9025,35.9677,2016-18
433,13.2436,212.9360,35.9676,2016-18
434,13.2492,213.1492,35.9656,2016-18
435,13.2784,213.3010,35.9637,2016-18
436,13.2669,213.2543,35.9656,2016-18
437,13.2925,213.3571,35.9643,2016-18
438,14.5023,213.3096,35.9510,2016-18
439,15.0600,213.3647,35.9468,2016-18
440,15.6185,213.2937,35.9447,2016-18
441,14.3921,213.3525,35.9534,2016-18
442,14.7801,213.4186,35.9498,2016-18
443,13.8557,213.4196,35.9582,2016-18
444,14.3290,213.4235,35.9549,2016-18
445,13.4507,213.3864,35.9617,2016-18
446,13.5809,213.4771,35.9602,2016-18
447,13.7416,213.5184,35.9595,2016-18
448,14.0519,213.5640,35.9573,2016-18
449,13.3114,213.4693,35.9623,2016-18
450,13.4740,213.6309,35.9607,2016-18
